row,DOI,Abstract,label
1239,10.1016/j.proeng.2016.04.151,"Large public-investment construction projects require advanced decision support systems. The traditional (static) cost benefit analysis (CBA) is one of the early-phase decision support system in construction business. The purpose of this paper is to develop a resilient and dynamic CBA framework for road construction projects. The research systematically reviewed academic quality ensured and rigorous peer-reviewed articles (from web of science and publish or perish databases) and discuss selected Norwegian construction projects. The research identified some key attributes (e.g. resiliency, dynamics, system thinking) that the traditional CBA lacks and the framework developed integrates these attributes to fill the gap. The research has theoretical implication from the methodological improvement perspective (e.g. attempting to integrate complex attributes). The practical implication is to avoid inefficiencies and obtain better regulation in government policies. The results could be used on go/no go decision for the Norwegian Megaproject (E39 ferry-free coastal highway construction). © 2016 The Authors.",Not Related
1241,10.1061/(ASCE)CP.1943-5487.0000561,"Developing an expert system has been considered as complex and knowledge driven process. This study proposes a nature-inspired metaheuristic regression system that can find appropriate solutions. The system uses a graphical user interface but does not require a mathematical program installation. The user-friendly interface was designed in the MATLAB graphical user interface design environment (GUIDE) and was implemented by MATLAB compiler. The stand-alone system is easy to use and has many functions, including evaluation, use of an opened data file, test set selection, hold-out, cross validation, and prediction to solve many civil engineering problems with simple manipulations on the system interface. Five benchmark functions were used to evaluate the effectiveness of the optimization module. The performance of the proposed regression system was then validated by comparing its solutions obtained for civil engineering problems with those obtained by empirical methods reported previously. Five actual data sets including energy-efficient buildings, construction material strength, concrete structure shear strength, bridge scour depth, and subbase soil modulus were used as case studies. The prediction accuracy was 8.24-91.76% better than those of previously reported models. The analytical results support the feasibility of using the proposed system to solve numerous civil engineering problems. The system was also much faster at identifying the optimum parameters and solving problems. The experiments confirmed that the novel nature-inspired metaheuristic regression system proposed in this study has superior efficiency, effectiveness, and accuracy. © 2016 American Society of Civil Engineers.",Not Related
1242,10.1016/j.procs.2016.05.447,"This paper focuses on issues of ontology construction process, Computing Classification System and Data Science domain ontology all used to help not only IT-students but any IT-specialists from industry and academia also to tackle the problems addressing the Big Data and Data Science skills gap. We discuss some methodological aspects of ontology design process and enriching of existing free accessible ontologies and show how suggested methods and software tools help IT-specialists including master students to implement their research work and participate in real world projects. The role of visual data exploration tools for certain issues under discussion and some use cases are discussed. © The Authors. Published by Elsevier B.V.",Not Related
1245,10.1080/03043797.2016.1190688,"While many construction companies claim substantial productivity and profit gains when applying lean construction principles, it remains a challenge to teach these principles in a classroom. Lean construction emphasises collaborative processes and integrated delivery practices. Consequently, new teaching methods that nurture such values should form the basis of lean construction education. One of the proposed methods is ‘hands-on team simulation games’ which can be employed to replicate various real-life processes, projects, or systems for the purpose of teaching, analysing, and understanding. This study aims at assessing this simulation games and understanding their impact on students’ learning and satisfaction. Surveys and tests are administered to assess changes in student’s perception of their learning styles and their understanding of key lean construction concepts. Results show a positive student reaction to hands-on simulation games, provide pedagogical insights, and highlight suggestions for improvement. © 2016 SEFI.",Not Related
1247,10.1016/j.proeng.2016.04.200,"As the construction continue to be a leading industry in the number of injuries and fatalities annually, several organizations and agencies are working avidly to ensure the number of injuries and fatalities is minimized. The Occupational Safety and Health Administration (OSHA) is one such effort to assure safe and healthful working conditions for working men and women by setting and enforcing standards and by providing training, outreach, education and assistance. Given the large databases of OSHA historical events and reports, a manual analysis of the fatality and catastrophe investigations content is a time consuming and expensive process. This paper aims to evaluate the strength of unsupervised machine learning and Natural Language Processing (NLP) in supporting safety inspections and reorganizing accidents database on a state level. After collecting construction accident reports from the OSHA Arizona office, the methodology consists of preprocessing the accident reports and weighting terms in order to apply a data-driven unsupervised K-Means-based clustering approach. The proposed method classifies the collected reports in four clusters, each reporting a type of accident. The results show the construction accidents in the state of Arizona to be caused by falls (42.9%), struck by objects (34.3%), electrocutions (12.5%), and trenches collapse (10.3%). The findings of this research empower state and local agencies with a customized presentation of the accidents fitting their regulations and weather conditions. What is applicable to one climate might not be suitable for another; therefore, such rearrangement of the accidents database on a state based level is a necessary prerequisite to enhance the local safety applications and standards. © 2016 The Authors.",AI Development and Methods
1250,10.14257/ijmue.2016.11.10.16,"The construction of the Japanese translation platform will be of great importance in translation industry and the related industries. It is the important foundation to promote the development of Japanese translation. With PHP technology, this paper will build a Japanese translation information system, which use database technology to design a background system architecture, and use DW platform for front design. It includes network information technologies such as E-R Model, MYSQL, PHP and web publish. Design and implementation of Japanese translation system is the only way to realize informationization of the contemporary Japanese translation. © 2016 SERSC.",Not Related
1251,10.1061/(ASCE)CP.1943-5487.0000361,"This paper includes the results of an online survey that was conducted by the American Society of Civil Engineers (ASCE) task committee on computing education to assess the evolution of computing in architecture, engineering, and construction (AEC) education in 2012. The committee aims to understand and measure the evolution of computing in civil engineering, architecture, and construction management curricula and evaluate the current state of computing within the AEC curricula. The paper contains an investigation of the levels and concentrations of computer-science knowledge versus computer skills in curricula. In addition, the committee seeks to recognize the similarities and differences between architecture, engineering, and construction management programs by comparing the data associated with these disciplines. The paper also includes a discussion of basic aspects of computing education including the prerequisites that are necessary for further learning. The survey results provide useful benchmarks for decision making regarding research, industry collaboration, and curricula. Findings of the study include: (1) the importance and coverage of computer skills and competence of graduates has increased over the past decade; (2) computing skills are judged to be more important than computer-science knowledge in AEC curricula; (3) the links between computer-science concepts and AEC applications of computing are not yet fully recognized; (4) computing education is not sufficient to meet the demands of the AEC industry and the share of computing courses is less than what educators desire; and (5) scientific concepts of computing are important for preparing architects and engineers for unknown future developments in information technology. © 2014 American Society of Civil Engineers.",Not Related
1255,10.1016/j.ssci.2014.10.011,"This paper examines how contextualised knowledge about safety matters shaped the performance of machinery manufacturers for three substantive safety outcomes - hazard recognition, risk control and safety information. These issues were investigated in qualitative research with 66 Australian firms that designed and constructed machinery for supply into local and international markets. The paper identifies the constituents of safety knowledge, and clarifies the relatively minor roles of regulatory sources (Australian and European) and the specialist body of knowledge (human factors/ergonomics, safety engineering), compared with learning about safety through design and construction activities and interactions (learning through practice). Individual factors also played a role as key decision makers had diverse professional and vocational (trade) backgrounds, and personal histories from which to interpret their experiences. Certain practices and individual factors sustained better performance for the substantive safety outcomes. The paper makes conceptual contributions to explain the construction of safety knowledge, drawing on established theories of learning (social constructivism) and decision making (bounded rationality), and concludes with some strategic directions for building capacity through practice-based programs which structure opportunities to learn about safety around authentic design and construction activities. © 2014 Elsevier Ltd.",Not Related
1257,10.1061/(ASCE)CP.1943-5487.0000205,"Accurate and efficient tracking, analysis and visualization of as-built (actual) status of buildings under construction are critical components of a successful project monitoring. Such information directly supports control decision-making and if automated, can significantly impact management of a project. This paper presents a new automated approach for recognition of physical progress based on two emerging sources of information: (1) unordered daily construction photo collections, which are currently collected at almost no cost on all construction sites; and (2) building information models (BIMs), which are increasingly turning into binding components of architecture/engineering/construction contracts. First, given a set of unordered and uncalibrated site photographs, an approach based on structure-from-motion, multiview stereo, and voxel coloring and labeling algorithms is presented that calibrates cameras, photorealistically reconstructs a dense as-built point cloud model in four dimensions (three dimensions + time), and traverses and labels the scene for occupancy. This strategy explicitly accounts for occlusions and allows input images to be taken far apart and widely distributed around the environment. An Industry Foundation Class-based (IFC-based) BIM is subsequently fused into the as-built scene by a robust registration step and is traversed and labeled for expected progress visibility. Next, a machine-learning scheme built upon a Bayesian probabilistic model is proposed that automatically detects physical progress in the presence of occlusions and demonstrates that physical progress monitoring at schedule activity level could be fully automated. Finally, the system enables the expected and reconstructed elements to be explored with an interactive, image-based, three-dimensional (3D) viewer where deviations are automatically color-coded over the IFC-based BIM. To that extent, the underlying hypotheses and algorithms for generating integrated four-dimensional (4D) as-built and as-planned models plus automated progress monitoring are presented. Experimental results are reported for challenging image data sets collected under different lighting conditions and severe occlusions from two ongoing building construction projects. This marks the presented model as being the first probabilistic model for automated progress tracking and visualization of deviations that incorporates both as-planned models and unordered daily photographs in a principled way. © 2014 American Society of Civil Engineers.",AI Development and Methods
1259,10.1080/01446193.2016.1272760,"The increased interest for materiality as an analytical category in the social sciences provide construction management and economics scholar with new possibilities to better exploit the detailed empirical data being collected in the construction industry and related fields. While constructivist and other idealist theories have tended to dominate the social sciences since at least the mid-sixties when the social sciences sought to release itself from the methodological dogmatism of the “hard sciences”, materiality is now recognized and subject to theorizing within different social science traditions. This article advocates a broad engagement with materiality within construction management research and presents a series of analytical concepts and empirical studies that stress how the built environment that human beings inhabit is far from passive, inert and stable as common sense thinking easily misleads analysts to believe. An image of materiality that recognizes an agential, dynamic and more fluid nature of materiality is thus arguably conducive to an intellectually stimulating construction management scholarship. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",Not Related
1263,10.21315/jcdc2016.21.2.6,"Information technology (IT) developments in the construction industry require a proportionate response by construction professionals. Building information modelling (BIM) requires strategic changes to the traditional ways construction is carried out. BIM adoption in Malaysia is growing because of recent efforts to sensitise construction professionals on the need for strategic IT implementation. This paper builds on the theory of business process re-engineering and computer integrated construction for a BIM adoption model. Data were collected from 352 construction professionals (architects, quantity surveyors, engineers and contractors). The data were analysed using Statistical Package for Social Sciences (SPSS) version 18 for descriptive modelling and Analysis of Moment of Structures (AMOS) version 18 for structural equation modelling. Descriptive results showed a high prevalence of the need for BIM competent professionals. Multivariate results revealed a high correlation within the measurement model for business process re-engineering and computer integrated construction. The second-order confirmatory model showed that business process re-engineering and computer integrated construction had a high impact on strategic IT Implementation. Overall, the model validated the conceptual framework of the impact of strategic IT implementation on the adoption rate of BIM in the perception of construction industry professionals in Malaysia. The result denotes the first part of the full adoption model, which can be compared with the adoption rate in other countries. Subsequent research using a diverse sample selection focuses on the mediating effect of collaboration on BIM adoption. © Penerbit Universiti Sains Malaysia, 2016.",Not Related
1264,10.1061/(ASCE)EI.1943-5541.0000334,"The construction industry demands managerial skills for professionals working within it, especially from those having an undergraduate civil engineering degree, which is generally pursued through graduate programs [master of science (M.Sc.) degrees] in the construction management field. This paper checks how graduate students' views are relevant in order to assess and improve these M.Sc. programs. The research is performed through a survey based on a sample of 534 graduate students from several American and European universities. Using confirmatory factor analysis with the survey data, it has been corroborated that the construction management field can be mapped according to two dimensions: infrastructure lifecycle and organizational breakdown. Furthermore, by means of an exploratory factor analysis, six components or approaches for a graduate program in the construction management field are highlighted as important by the respondents: leadership, built environment stakeholders, innovation and quality, economics, business management, and project management. The organizational point of view is clearly identified by the students: its four variables are highlighted as principal components. However, regarding the infrastructure lifecycle, certain important facets, such as feasibility analysis and operation and maintenance of infrastructure, are considered by graduate students less important than classical design and construction. The findings of this research can help improve the curricula of graduate programs in the construction management field. © 2017 American Society of Civil Engineers.",Not Related
1266,10.1016/j.aei.2016.02.007,"The nature of building projects necessitates building models to be designed by various parties representing disciplines in the Architecture, Engineering, Construction and Owner-operator (AECO) Industries. The federated model emerges as the most practical approach to deal with the various models, especially during design stage, construction coordination and beyond. One of the issues with the current approach is there is no real integration between the various models beyond their spatial co-location. This paper proposes a framework to enable fuller integration of otherwise disparate models into integrated models in the federated environment by enabling two critical concepts - deferred reference and an automatic object snap-in. The concepts are applied in a proposed change to an IFC schema and standardized procedure to enable the automatic snap-in mechanism. With these concepts, models could be designed and exported independently as valid, perhaps partial models and yet will remain integrated when they are inserted into the federated model. A prototype system has been developed to show the effectiveness of such integrated models. © 2016 Elsevier Ltd. All rights reserved.",Not Related
1268,10.1061/(ASCE)CP.1943-5487.0000580,"This paper presents the results of an online survey that was conducted in 2014 to assess the evolution of computing in architecture, engineering, and construction (AEC) education. A primary goal includes contributing to the understanding of the evolution of computing in architecture, civil engineering, and construction management curricula. The current state of computing within the AEC curricula with respect to changes implemented since 2012 is evaluated. The paper includes a comparison of the 2014 survey with the 2012 survey. Changes in the levels and concentrations of computer science knowledge versus computer skills in the curricula are investigated. Similarities and differences between architecture and engineering (including construction management) programs are studied through comparing the data associated with these disciplines. The survey results are presented as useful benchmarks for decision-making regarding research, industry collaboration, and understanding the speed and needs for change in AEC curricula. Key findings of the study include (1) the importance of most computing skills and the coverage of curricula for these skills have not changed significantly over these 2 years, while the competence of the students in these skills have decreased; (2) increasing trends have been seen in the percentages of computer science knowledge related courses in all program types and levels; (3) the percentage of computing skills related courses are more than the percentages of the computer science knowledge related courses in AEC curricula; (4) an increasing trend has been seen in the importance of the knowledge of scientific concepts of computing in respondents' perceptions; and (5) computing education still is not sufficient to meet the demands of the AEC industry. © 2016 American Society of Civil Engineers.",Not Related
1272,10.1108/CI-05-2015-0025,"Purpose - The purpose of this paper is to predict the concrete pouring production rate by considering both construction and supply parameters, and by using a more stable learning method. Design/methodology/approach - Unlike similar approaches, this paper considers not only construction site parameters, but also supply chain parameters. Machine learner fusion-regression (MLF-R) is used to predict the production rate of concrete pouring tasks. Findings - MLF-R is used on a field database including 2,600 deliveries to 507 different locations. The proposed data set and the results are compared with ANN-Gaussian, ANN-Sigmoid and Adaboost.R2 (ANN-Gaussian). The results show better performance of MLF-R obtaining the least root mean square error (RMSE) compared with other methods. Moreover, the RMSEs derived from the predictions by MLF-R in some trials had the least standard deviation, indicating the stability of this approach among similar used approaches. Practical implications - The size of the database used in this study is much larger than the size of databases used in previous studies. It helps authors draw their conclusions more confidently and introduce more generalised models that can be used in the ready-mixed concrete industry. Originality/value - Introducing a more stable learning method for predicting the concrete pouring production rate helps not only construction parameters, but also traffic and supply chain parameters. © 2016, Emerald Group Publishing Limited. All rights reserved.",AI Development and Methods
1274,10.1201/9781315370835,"Adhesive bonding is a material joining process in which an adhesive, placed between the adherend surfaces, solidifies to produce an adhesive bond. Adhesively bonded joints are an increasing alternative to mechanical joints in engineering applications and provide many advantages over conventional mechanical fasteners. Among these advantages are lower structural weight, lower fabrication cost and improved damage tolerance. In fact, adhesive bonding has found applications in various areas from high technology industries such as aeronautics, aerospace and automotive to traditional industries such as construction, sports and packaging. There are several reference books dealing with adhesive joints such as those of Kinloch (1987) and da Silva et al. (2011). Bonded joints are frequently expected to sustain static or cyclic loads for considerable periods of time without any adverse effect on the load- bearing capacity of the structure. A lack of suitable predictive techniques (either analytical or numerical) has resulted in a tendency to ‘overdesign’ adhesive joints. Safety considerations often require that adhesively bonded structures, particularly those employed in primary load-bearing applications, include mechanical fasteners (e.g. bolts) as an additional safety precaution. These practices result in heavier and more costly components. The development of reliable design and predictive methodologies can be expected to result in a more efficient use of adhesives. There are two basic mathematical approaches for the analyses of adhesively bonded joints: closed-form analyses (analytical methods) and numerical methods (i.e. Finite 162Element or FE analyses). However, the analytical analysis of adhesive joints can be highly complex if composite adherends are used, if the adhesive deforms plastically or if there is an adhesive fillet. In those cases, several differential equations of high complexity might be obtained (non-linear and non-homogeneous). For those cases, numerical methods are more adequate. The FE method, the boundary element (BE) method and the finite difference (FD) method are the three major numerical methods for solving partial differential equations in science and engineering. The FE is, by far, the most common technique used in the context of adhesively bonded joints. Adams and co-workers are among the first to have used the FE method for analysing adhesive joint stresses (Adams and Peppiatt 1974). One of the first reasons for the use of the FE method was to assess the influence of the spew fillet. The joint rotation, the adherends and adhesive plasticity are other aspects that are easier to treat with a FE analysis. The use of the BE method is still very limited in the analysis of adhesive joints. The FD method is especially used for solving complex governing differential equations in closed-form models. The FE is, obviously, the most important method for strength prediction of bonded joints and several approaches to failure analysis exist: continuum mechanics, fracture mechanics and the more recent damage mechanics and eXtended Finite Element Method (XFEM). The FE found application in the analysis of adhesively-bonded joints some decades later than the analytical approaches (e.g. the work of Carver and Wooley (1971)), by consideration of stress/strain or fracture mechanics criteria for failure prediction (Tsai and Morton 1994). Even though these analyses were promising, they had few limitations: stress/strain predictions depend of the mesh size at the critical regions, while fracture criteria such as the Virtual Crack Closure Technique (VCCT) are restricted to Linear Elastic Fracture Mechanics (LEFM) and require an initial crack. Cohesive Zone Models (CZM) have been used for the strength prediction ofadhesive joints, as an add-on to FE analyses that allows simulation of damage growth within bulk regions of continuous materials or interfaces between different materials (Feraren and Jensen 2004, da Silva and Campilho 2011). Compared to conventional FE, a much more accurate prediction is achieved, since different shapes can be developed for the cohesive laws, depending on the nature of the material or interface to be simulated. The triangular and trapezoidal CZM shapes are most commonly used for strength prediction of typical structural materials. For the application of this technique, traction-separation laws with a pre-defned shape are established at the failure paths and the values of energy release rate in tension and shear (G I and G II, respectively) along the fracture paths and respective critical values or toughness (G Ic and G IIc) are required. The cohesive strengths in tension and shear ((Formula Presented) and (Formula Presented) respectively) are equally needed and they relate to damage initiation, i.e. end of the elastic behaviour and beginning of damage. Different techniques are nowadays available for the definition of the cohesive parameters (GIc, GIIc, (Formula Presented) and (Formula Presented)) such as the property identifcation technique, the direct method and the inverse method. These methods usually rely on the Double-Cantilever Beam (DCB), End-Notched Flexure (ENF) or single-lap specimens, generally with good results (Li et al. 2005, Banea et al. 2010, Campilho et al. 2011a). The property identifcation technique consists of the separated calculation of each one of the cohesive law parameters by suitable tests, while in the inverse method, the CZM parameters are estimated by iterative 163fitting of the FE prediction with experimentally measured data (typically the load- displacement, P - d, curve) up to an accurate representation. Both these approaches begin with the assumption of a CZM shape to simulate a specifc material, which approximately replicates it in terms of post-elastic behaviour (Campilho et al. 2009a). On the other hand, the direct method gives the precise shape of the CZM laws of a specifc material or interface, since these are estimated from the experimental data of fracture tests such as the DCB or ENF (Pandya and Williams 2000). This is done by differentiation of G I (tension) or G II (shear) with respect to the relative opening of the crack (d n for tension or d s for shear). Nonetheless, it is usual to convert the obtained shape in an approximated parameterized shape for introduction in the FE software. This chapter addresses in detail the aforementioned CZM parameter identifcation methods with selected examples of application, after a state-of-the-art review regarding strength prediction techniques for bonded joints. © 2017 by Taylor & Francis Group, LLC.",Not Related
1277,,"Computer technology is the birth of the fifth information revolution, and as the leading factor in the modern advanced science and technology system, its function and application range have been extended from simple data processing to enterprise management, production, sales, industry control and processing technology and so on, and it has become a necessity of human life. Under its impetus, its computer aided technology (BIM, CAD, CAI etc.) came into being, and the use of BIM technology is becoming more and more widely. Based on computer technology, BIM technology could realize information, digitization and visualization to show the model to people. Based on the research of BIM technology and computer technology, the paper conducts optimization research to large-scale construction projects using BIM technology, and the expert decision and analytic hierarchy process algorithm, combined with several computer software technologies including Revit, PKPM, ETABS, AutodeskNavisworks Simulate. From the optimization results It could be obtained that BIM technology has a very broad prospects in construction engineering especially in large-scale construction projects.",Not Related
1283,10.1007/s13349-016-0201-8,"Structural health monitoring systems (SHMSs) can be applied for a variety of reasons. In the research community, they are commonly used to evaluate a civil engineering structure, to validate new theories or to implement new hardware. However, SHMSs are becoming more common in the construction industry, where they are applied as decision support systems and to enhance maintenance and management. As a definition, structural health monitoring is the procedure in which measurement, analysis and visualisation is used to enhance structural evaluation, assessment, decision making and validation of a civil engineering structure. The current SHMS development approach starts with a structure and focuses primarily on the hardware, such as sensors and system architecture. A new approach that takes into account the end user, the persons or organisations that use the information from SHMSs, is proposed. Following this approach, the development process and objectives of SHMSs are evaluated, a modular system architecture for future SHMSs is proposed, visualisation development is discussed, and a three-tiered experience-based user interface is proposed. © 2016, Springer-Verlag Berlin Heidelberg.",Not Related
1284,10.1108/JEDT-08-2014-0056,"Purpose: This article reports on the possibility of using nickel titanium shape memory alloy (NiTi SMA) plates rather than NiTi SMA wire for actuation application in the aerospace industries. Design/methodology/approach: A scaled-down model of smart aileron was constructed based on NiTi SMA plate and aluminium plate. Prior to the manufacturing process, NiTi SMA plates had to be trained to suit our application. The leading edge was constructed using trained NiTi SMA plates, whereas the trailing edge was constructed using aluminium plates. Pop rivets were used in joining the parts or in the construction of the smart aileron, and riveting was preferred as it is mostly used in the aerospace industry for surface construction. The constructed smart aileron was tested for vertical upward and downward deflection using heat application, and the deflection was measured using deflection transducer. The heat was sourced from heater mat kits that were laminated inside the smart aileron. The temperature and the deflection data were recorded and analyzed. Findings: It was found that NiTi SMA plates could give a deflection on the trailing edge of the smart aileron. The current maximum deflection was found to be 3 mm, which corresponds to aileron rotation of about 0.57 degrees. Originality/value: The paper presents a hinge-less alternative in bringing the rolling motion of the flight. The constructed model of smart aileron can be used to replace the existing aileron, which is activated through hydraulic systems. So, the newly constructed smart aileron can be used with the benefit of reducing weight, because it does not use the hydraulic systems like the existing one. © 2016, © Emerald Group Publishing Limited.",Not Related
1286,10.1016/j.proeng.2015.08.517,"Introduction In the U.S., about 50% of total CO2 emissions stem from the built environment (e.g., building construction, operation [heating, lighting, cooling], and end-of-life) (EPA 2012). Improving the performance and efficiency of the built environment offers the largest and least cost GHG mitigation option of any sector of the global economy (IPCC 2007). Science-based Life Cycle Assessment (LCA) methods are increasingly being used to analyse the environmental impact of construction materials and products. Objectives This paper presents a framework for LCA-based environmental decision making for commercial buildings at the conceptual design phase, compares it to the currently available LCA tools and data bases, and identifies the ""next steps"" in developing a comprehensive LCA standard for assessing whole building life cycles to support environmental decision making in design and construction. Methodology/approach 1) CSU/AIA conducted focus groups in 8 US cities to explore actual and potential use of LCA in decision making by architects; 2) A framework created based on feedback from focus groups, 3) The framework was compared to existing LCA tools and databases, 4) Gaps were identified for next stages in developing an LCA-based environmental decision-making tool for conceptual design. Findings and contributions 1) Current LCA tools are balkanized and usually address only one life cycle stage, material or system in a building. 2) LCA-related databases normally only address materials and product; they do not address construction activities or building operations. 3) LCA tools and databases generally require a completely separate activity, data input and expertise; they are not integrated into routinely used architecture, engineering, and construction (AEC) tools, methods or best practices. 4) LCA based decision-making will not become an AEC best practice until it is fully integrated, comprehensive, standardized, affordable, and demanded by customers and municipalities. © 2015 The Authors. Published by Elsevier Ltd.",Not Related
1287,,"Construction and development of the offshore structures are growing because of the demand for the offshore oil and gas and developing interest in the offshore wind farms. The offshore geotechnical engineering is an applied science that covers related problems in the offshore environment. Generally, the offshore industry is very innovative with well-funded research that its results are rapidly and cautiously used in the practice. Different site investigation and design methods are required for each sea; for example highly overconsolidated clays and compacted sands in the North Sea, carbonate sediments in Australian the offshore, and in Brazil and India; ultra-high plasticity soft clays in West Africa, each requires individual approach for field investigation and foundation design. Geophysical explorations for the offshore projects can obtain some essential data for site investigations, foundation design, and construction process. Therefore, some geophysical methods in the offshore site investigations are discussed within this paper. Two modes for the geotechnical investigations in the offshore environments are predictable, including the seabed mode, and drilling mode, which more details about them are presented in the paper. There are different types of offshore oil and gas, and wind turbine structures, which are used based on project type, water depth, and economical factors. Different foundation types and design methods for the jackup, jacket, gravity base, and floated oil and gas structures, and the offshore wind turbines are discussed further. It was concluded that appropriate foundation from the available types considering the depth of water, site conditions, applied loads, purpose of the structure and the potential geohazards should be selected and designed for the offshore structures. It can be inferred that application of in-situ data and design principles of traditional offshore foundation should be adjusted for new types of foundation regarding the geometry, applied load, geohazards, and used cautiously. Different approach and criteria should be considered for the offshore wind turbine foundations than the oil and gas platform foundations due to the difference in the applied load and the foundation geometry. The application of numerical analyses combined with the analytical methods for better and accurate results and understanding in the foundation design and geohazard assessment should be considered as a necessary approach.",Not Related
1292,10.1016/j.jsr.2017.06.014,"Mast Climbing Work Platforms (MCWPs) are becoming more common at construction sites and are being used as an alternative to traditional scaffolding. Although their use is increasing, little to no published information exists on the potential safety hazards they could pose for workers. As a last line of defense, a personal fall-arrest system can be used to save a worker in a fall incident from the platform. There has been no published information on whether it is safe to use such a personal fall-arrest system with MCWPs. In this study, the issues of concern for occupational safety included: (a) the overall stability of the freestanding mast climber during a fall-arrest condition and (b) whether that fall-arrest system could potentially present safety hazards to other workers on the platform during a fall-arrest condition. This research project investigated those safety concerns with respect to the mast climber stability and the workers using it by creating fall-arrest impact forces that are transmitted to the equipment and by subsequently observing the movement of the mast climber and the working deck used by the workers. This study found that when the equipment was erected and used according to the manufacturer's recommendations during a fall-arrest condition, destabilizing forces were very small and there were no signs of potential of MCWP collapse. However, potential fall hazards could be presented to other workers on the platform during a fall arrest. Workers near an open platform are advised to wear a personal fall-arrest system to reduce the risk of being ejected. Due to the increasing use of MCWPs at construction sites, there is a corresponding need for evidence and science-based safety guidelines or regulations and further research should be conducted to continue to fill the knowledge gap with MCWP equipment. © 2017",Not Related
1294,10.1061/(ASCE)EI.1943-5541.0000292,"The construction industry is one of the most hazardous industries where workers are frequently involved in accidents. These accidents can be reduced by following good safety practices that need to be identified along with their strengths and weaknesses. This study presents the strengths and weaknesses in the current safety practices within the framework of safety benchmarking to improve safety performance in construction. This study is conducted by administering a questionnaire survey comprising of 60 safety practices. Data were collected from 54 construction sites located in 16 different cities in Pakistan. Additionally, interviews were conducted to supplement and validate the findings of the survey. Data were analyzed using the Statistical Package for the Social Sciences. Safety practices were ranked based on their safety performance index values. Results identify the strengths of current safety practices, which include: (1) inspection of hoists and cranes before their operation; (2) fastening of objects before lifting them; (3) sufficient lighting arrangements being made where required; (4) supply of adequate quantity of water for drinking and washing; and (5) ensuring of ventilation in confined spaces. The weaknesses of safety practices requiring special emphasis are documented. Benchmarking of safety practices was carried out at the ongoing construction projects. Insights and discussions are given in this paper for improving safety performance in the construction industry. The results and the methodology used in this work provide practical knowledge to project managers and construction safety educators and practitioners in order to make construction sites safer. © 2016 American Society of Civil Engineers.",Not Related
1296,10.1177/2158244015596206,"Shared expertise, team teaching, and cooperation among lecturers from different fields have become more and more important in promoting learning and achieving more innovative learning outcomes in multidisciplinary universities. To increase and improve sharing expertise between teachers from different faculties and disciplines, we wanted, on one hand, to identify skills and competences that teachers have in common and, on the other hand, to find areas in which they identify that they need complementation. As a framework for this research, we applied Lee Shulman’s (1986) seven categories of teachers’ knowledge base including the theory of pedagogical content knowledge (PCK). The data were collected by group discussions. The teachers (N = 22) represented all seven faculties of Helsinki Metropolia University of Applied Sciences (UAS), that is, Business School, Civil Engineering and Building Services, Culture and Creative Industries, Health Care and Nursing, School of Information and Communication Technology (ICT), Industrial Engineering, and Welfare and Human Functioning. The data were analyzed using theory-based content analysis. According to our data, the mutual core competence of a teacher is the capacity to interact effectively. It is a basis for shared expertise. Interaction skills are necessary in collaborative construction of knowledge as students, teachers of different fields, and their partners inside and outside the organization co-operate. Multidisciplinary co-operation among colleagues also helps to maintain subject matter knowledge, as it supports peer learning and encourages everyone to move out of their comfort zones. © 2015, © The Author(s) 2015.",Not Related
1297,10.6119/JMST-013-1224-1,"Performance analyses of consultancy firms usually include man-hour analyses, schedule analyses and budget analyses. During the project management process, the project scope change makes it difficult for the management to control the project and predict the future trends. This research has developed a project performance measurement model based on the concepts of CAPP (Continuous Assessment of Project Performance) and PMBOK (Project Management Body of Knowledge), created by the Construction Industry Institute and PMI (Project Management Institute). Through data collection, analysis, and summary, this study establishes a historical database, reviews existing records, and selects major and significant performance evaluation indicators from the project data, as well as building of relevant models. Through an established Web-based project performance measurement system to identify the project implementation performance trend, it allows participants in various stages of the construction engineering life cycle to exchange and share engineering performance information and experience. © 2015, National Taiwan Ocean University. All rights reserved.",Not Related
1299,,"Recent studies suggest that the number of students pursuing science, technology, engineering, and mathematics (STEM) degrees has been generally decreasing. An extensive body of research cites the lack of motivation and engagement in the learning process as a major underlying reason of this decline. It has been discussed that if properly implemented, instructional technology can enhance student engagement and the quality of learning. Therefore, the main goal of this research is to implement and assess the effectiveness of an augmented reality (AR)-based pedagogical tool on student learning. For this purpose, a model building design and assembly experiment with two separate (control and test) treatments were conducted in an undergraduate construction and civil engineering course. In each treatment, performance (with respect to three primary and three secondary measures) and workload data (with respect to six NASA TLX indicators) were collected and assessed. Both treatments were also videotaped for post-analysis and further observations of students' performance. It was found that students in the test group (who used the AR tool) performed better than students in the control group with respect to certain (but not all) measures. In addition, test group students spent more time on collaboration, communication, and exchanging ideas. Overall, students ranked the effectiveness of the AR tool very high and stated that it has a good potential to transform traditional teaching methods.",Not Related
